ID	姓名	武力	智力	统御	攻击速度	移动速度	攻击距离	攻击范围	资源ID	体积	技能特效	技能缩放比例	品质	阵营ID	武将类型	人物描述	阵型ID	阵型	缘分ID	分解获得基础铜钱数	头像	卡牌	卡牌1	卡牌2	卡牌3	卡牌4	卡牌5	卡牌6	卡牌7	卡牌8	卡牌9	卡牌10	剧情对话头像	声效	偏将加成	空行
10131	关羽	108	85	91	1	100	140	300	zhaoyun_plist	50	ziyun_plist	0	5	1	30001	关羽温酒斩华雄，白马坡前刀挑颜良，文丑，后围襄樊，水淹七军，威震华夏，蜀汉五虎上将之首。	6	ArmyFormation/zhuixingzhen.tmx	40008	5000	heroHead/50002.png	heroCard/40002.png											Dialogue/guanyu.png	sound/skillRelasebefor/guanyu/guanyu.mp3	0.1	
10132	诸葛果	76	98	96	1	85	400	400	huangyueyin_plist	50	mozhua_plist	0	5	1	30002	诸葛亮与黄月英的女儿。相传，诸葛果在成都避战乱，最终修成仙道，羽化升天。	4	ArmyFormation/yuanxingzhen.tmx	40019	2000	heroHead/50014.png	heroCard/40014.png											0	sound/skillRelasebefor/tongyongnv/tongyongnv.mp3	0.1	
10133	贾诩	76	113	100	1	85	400	400	sunquan_plist	50	mozhua_plist	0	5	3	30002	贾诩智谋天下无双，董卓死后，为李催，郭汜献计成功赶走吕布。后贾诩投降曹魏后，使用离间计搞垮马超和韩遂军团。	3	ArmyFormation/changshezhen.tmx	40067	500	heroHead/50065.png	heroCard/40065.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan2.mp3	0.1	
10134	诸葛果	76	98	96	1	85	400	400	huangyueyin_plist	50	mozhua_plist	0	5	1	30002	诸葛亮与黄月英的女儿。相传，诸葛果在成都避战乱，最终修成仙道，羽化升天。	4	ArmyFormation/yuanxingzhen.tmx	40019	2000	heroHead/50014.png	heroCard/40014.png											0	sound/skillRelasebefor/tongyongnv/tongyongnv.mp3	0.1	
10135	蔡文姬	76	99	85	1	85	400	300	zhengmi_plist	50	huangbao_plist	0	5	4	30004	蔡邕之女，精于天文数理，博学能文，又善诗赋，兼长辩才与音律。后远嫁匈奴左贤王，曹操做丞相时赎回。	4	ArmyFormation/yuanxingzhen.tmx	40030	5000	heroHead/50028.png	heroCard/40028.png											0	sound/skillRelasebefor/caiwenji/caiwenji.mp3	0.1	
10136	华佗	69	108	81	1	85	400	300	liubei_plist	50	huangbao_plist	0	5	4	30004	神医华佗，麻沸散和五禽戏的创造者。三国第一医师，曾为关羽刮骨疗毒，为曹操治疗头风。	1	ArmyFormation/changshezhen.tmx	40032	5000	heroHead/50030.png	heroCard/40030.png											0	sound/skillRelasebefor/huatuo/huatuo.mp3	0.1	
10137	貂蝉	89	103	87	1	85	400	300	diaocan_plist	50	moyun_plist	0	5	4	30003	为报答义父的恩情，施展美人计，后弑杀董卓，同吕布终成眷属。闭月羞花中的闭月，中国四大美女之一。	1	ArmyFormation/changshezhen.tmx	40004	5000	heroHead/50025.png	heroCard/40025.png											0	sound/skillRelasebefor/diaochan/diaochan.mp3	0.1	
10138	小乔	81	99	93	1	85	400	300	zhengmi_plist	50	huangbao_plist	0	5	2	30004	小乔国色流离，资貌绝伦，追随周瑜，真是两情相惬，恩爱缠绵。	4	ArmyFormation/yuanxingzhen.tmx	40073	5000	heroHead/50072.png	heroCard/40072.png											0	sound/skillRelasebefor/daxiaoqiao/qiao.mp3	0.1	
10139	祝融	89	96	83	1	100	400	300	huangyueyin_plist	50	xuanwo_plist	0	5	4	30002	蛮王孟获之妻，火神后裔。祝融随蛮王共同统治南中之地，爱民如子，受百姓爱戴。	6	ArmyFormation/zhuixingzhen.tmx	40037	2000	heroHead/50035.png	heroCard/40035.png											0	sound/skillRelasebefor/tongyongnv/tongyongnv.mp3	0.1	
10140	张角	73	111	108	1	85	400	400	sunquan_plist	50	mozhua_plist	0	5	4	30002	张角太平道的创始人，自称大贤良师，发动汉末时期最大规模的起义，曾多次与皇甫嵩交战，各有胜负。	1	ArmyFormation/changshezhen.tmx	40028	5000	heroHead/50026.png	heroCard/40026.png											Dialogue/zhangjiao.png	sound/skillRelasebefor/zhangjiao/zhangjiao.mp3	0.1	
10141	张春华	69	97	85	1	85	400	400	zhengmi_plist	50	huangbao_plist	0	5	3	30004	司马懿之妻，其人当机立断，性格刚直，智慧见识过人。育有三子，司马师，司马昭，司马干皆是文武全才。	1	ArmyFormation/changshezhen.tmx	40059	2000	heroHead/50057.png	heroCard/40057.png											0	sound/skillRelasebefor/tongyongnv/tongyongnv.mp3	0.1	
10142	貂蝉	89	103	87	1	85	400	300	diaocan_plist	50	moyun_plist	0	5	4	30003	为报答义父的恩情，施展美人计，后弑杀董卓，同吕布终成眷属。闭月羞花中的闭月，中国四大美女之一。	1	ArmyFormation/changshezhen.tmx	40004	5000	heroHead/50025.png	heroCard/40025.png											0	sound/skillRelasebefor/diaochan/diaochan.mp3	0.1	
10143	庞统	77	109	100	1	85	400	400	simayi_plist	50	mozhua_plist	0	5	1	30002	庞统，卧龙凤雏中的凤雏，入曹营献连环计，终实现火烧赤壁，大败曹军。后助刘备收服刘璋，占据巴蜀之地。	4	ArmyFormation/yuanxingzhen.tmx	40020	2000	heroHead/50015.png	heroCard/40015.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan2.mp3	0.1	
10144	张春华	69	97	85	1	85	400	400	zhengmi_plist	50	huangbao_plist	0	5	3	30004	司马懿之妻，其人当机立断，性格刚直，智慧见识过人。育有三子，司马师，司马昭，司马干皆是文武全才。	1	ArmyFormation/changshezhen.tmx	40059	2000	heroHead/50057.png	heroCard/40057.png											0	sound/skillRelasebefor/tongyongnv/tongyongnv.mp3	0.1	
10145	孙尚香	91	93	89	1	95	400	300	shunshangxiang_plist	50	moyun_plist	0	5	1	30003	周瑜定下的计谋，结果假婚成真姻。孙尚香和刘备结为连理后，在刘备被软禁期间，帮助刘备冷箭不放，智回荆州。	6	ArmyFormation/heyizhen.tmx	40013	5000	heroHead/50008.png	heroCard/40008.png											Dialogue/sunshangxiang.png	sound/skillRelasebefor/sunshangxiang/sunshangxiang.mp3	0.1	
10146	小乔	81	99	93	1	85	400	300	zhengmi_plist	50	huangbao_plist	0	5	2	30004	小乔国色流离，资貌绝伦，追随周瑜，真是两情相惬，恩爱缠绵。	4	ArmyFormation/yuanxingzhen.tmx	40073	5000	heroHead/50072.png	heroCard/40072.png											0	sound/skillRelasebefor/daxiaoqiao/qiao.mp3	0.1	
10147	司马昭	78	100	96	1	95	400	300	liubei_plist	50	mozhua_plist	0	5	3	30002	司马昭西晋王朝的奠基人，朝廷四方皆为之效死，魏文帝曹髦刺杀司马昭，反被斩杀。	5	ArmyFormation/heyizhen.tmx	40057	2000	heroHead/50055.png	heroCard/40055.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan6.mp3	0.1	
10148	张春华	69	97	85	1	85	400	400	zhengmi_plist	50	huangbao_plist	0	5	3	30004	司马懿之妻，其人当机立断，性格刚直，智慧见识过人。育有三子，司马师，司马昭，司马干皆是文武全才。	1	ArmyFormation/changshezhen.tmx	40059	2000	heroHead/50057.png	heroCard/40057.png											0	sound/skillRelasebefor/tongyongnv/tongyongnv.mp3	0.1	
10149	夏侯惇	104	79	90	1	100	140	300	xiahoudun_plist	50	ziyun_plist	0	5	3	30001	夏侯惇好学、专师，虽身在军旅，但也会亲自迎接老师来讲学。为人刚烈，但生性俭朴，一生淡泊，有多余家财便会分及部下。	6	ArmyFormation/zhuixingzhen.tmx	40050	5000	heroHead/50048.png	heroCard/40048.png											0	sound/skillRelasebefor/xiahoudun/xiahoudun.mp3	0.1	
10150	张角	73	111	108	1	85	400	400	sunquan_plist	50	mozhua_plist	0	5	4	30002	张角太平道的创始人，自称大贤良师，发动汉末时期最大规模的起义，曾多次与皇甫嵩交战，各有胜负。	1	ArmyFormation/changshezhen.tmx	40028	5000	heroHead/50026.png	heroCard/40026.png											Dialogue/zhangjiao.png	sound/skillRelasebefor/zhangjiao/zhangjiao.mp3	0.1	
10151	貂蝉	89	103	87	1	85	400	300	diaocan_plist	50	moyun_plist	0	5	4	30003	为报答义父的恩情，施展美人计，后弑杀董卓，同吕布终成眷属。闭月羞花中的闭月，中国四大美女之一。	1	ArmyFormation/changshezhen.tmx	40004	5000	heroHead/50025.png	heroCard/40025.png											0	sound/skillRelasebefor/diaochan/diaochan.mp3	0.1	
10152	张辽	106	89	97	1	95	140	300	zhaoyun_plist	50	ziyun_plist	0	5	3	30001	五子良将之首，合肥之战率领八百人偷袭孙权，所向披靡，斩杀孙权两员大将。一生皆在马上度过，为曹操统一北方立下汗马功劳。	1	ArmyFormation/changshezhen.tmx	40051	5000	heroHead/50049.png	heroCard/40049.png											0	sound/skillRelasebefor/zhangliao/zhangliao.mp3	0.1	
10153	夏侯惇	104	79	90	1	100	140	300	xiahoudun_plist	50	ziyun_plist	0	5	3	30001	夏侯惇好学、专师，虽身在军旅，但也会亲自迎接老师来讲学。为人刚烈，但生性俭朴，一生淡泊，有多余家财便会分及部下。	6	ArmyFormation/zhuixingzhen.tmx	40050	5000	heroHead/50048.png	heroCard/40048.png											0	sound/skillRelasebefor/xiahoudun/xiahoudun.mp3	0.1	
10154	蔡文姬	76	99	85	1	85	400	300	zhengmi_plist	50	huangbao_plist	0	5	4	30004	蔡邕之女，精于天文数理，博学能文，又善诗赋，兼长辩才与音律。后远嫁匈奴左贤王，曹操做丞相时赎回。	4	ArmyFormation/yuanxingzhen.tmx	40030	5000	heroHead/50028.png	heroCard/40028.png											0	sound/skillRelasebefor/caiwenji/caiwenji.mp3	0.1	
10155	诸葛果	76	98	96	1	85	400	400	huangyueyin_plist	50	mozhua_plist	0	5	1	30002	诸葛亮与黄月英的女儿。相传，诸葛果在成都避战乱，最终修成仙道，羽化升天。	4	ArmyFormation/yuanxingzhen.tmx	40019	2000	heroHead/50014.png	heroCard/40014.png											0	sound/skillRelasebefor/tongyongnv/tongyongnv.mp3	0.1	
10156	赵云	110	88	95	1	95	140	300	zhaoyun_plist	50	ziyun_plist	0	5	1	30001	蜀汉名将，浑身是胆。赵云早年跟随公孙瓒，后追随先主刘备，后主刘禅，被誉为虎威将军，一生鲜有败绩。	2	ArmyFormation/gouxingzhen.tmx	40001	5000	heroHead/50005.png	heroCard/40005.png											0	sound/skillRelasebefor/zhaoyun/zhaoyun.mp3	0.1	
10157	荀攸	69	98	91	1	95	400	300	sunquan_plist	50	moyun_plist	0	5	3	30003	荀攸多谋深算，心思缜密，明智而能保守机密，自从随曹操四处征战，常常运筹帷幄，助曹操胜强大的袁绍于官渡。	3	ArmyFormation/heyizhen.tmx	40063	500	heroHead/50061.png	heroCard/40061.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan5.mp3	0.1	
10158	甄姬	83	107	89	1	95	400	400	zhengmi_plist	50	mozhua_plist	0	5	3	30002	文昭甄皇后少时就懂救济乡里，后先后嫁给袁熙，曹丕，孝顺婆婆，著有诗歌《塘上行》。	3	ArmyFormation/yanxingzhen.tmx	40049	5000	heroHead/50047.png	heroCard/40047.png											0	sound/skillRelasebefor/zhengji/zhengji.mp3	0.1	
10159	司马懿	81	110	102	1	85	400	400	simayi_plist	50	mozhua_plist	0	5	3	30002	司马懿辅佐了魏国四代的托孤辅政之重臣，后期成为掌控魏国朝政的权臣。一生中多次与诸葛亮对阵，各有胜败。	4	ArmyFormation/yuanxingzhen.tmx	40048	5000	heroHead/50046.png	heroCard/40046.png											0	sound/skillRelasebefor/simayi/simayi.mp3	0.1	
10160	张角	73	111	108	1	85	400	400	sunquan_plist	50	mozhua_plist	0	5	4	30002	张角太平道的创始人，自称大贤良师，发动汉末时期最大规模的起义，曾多次与皇甫嵩交战，各有胜负。	1	ArmyFormation/changshezhen.tmx	40028	5000	heroHead/50026.png	heroCard/40026.png											Dialogue/zhangjiao.png	sound/skillRelasebefor/zhangjiao/zhangjiao.mp3	0.1	
10161	董卓	101	71	100	1	95	140	300	dongzuo_plist	50	ziyun_plist	0	5	4	30001	混世魔王，倒行逆施，国家制度朝令夕改，严重阻碍了整个国家政权机器的正常运转。制造火烧洛阳的惨案。	6	ArmyFormation/zhuixingzhen.tmx	40002	5000	heroHead/50023.png	heroCard/40023.png											0	sound/skillRelasebefor/dongzhuo/dongzhuo.mp3	0.1	
10162	邓艾	101	81	91	1	95	400	300	simayi_plist	50	moyun_plist	0	5	3	30003	邓艾得司马懿举荐，为曹魏后期的政治稳定起到至关重要的作用，后偷渡阴平，逼降蜀汉皇帝刘禅。	3	ArmyFormation/yanxingzhen.tmx	40058	2000	heroHead/50056.png	heroCard/40056.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan6.mp3	0.1	
10163	贾诩	76	113	100	1	85	400	400	sunquan_plist	50	mozhua_plist	0	5	3	30002	贾诩智谋天下无双，董卓死后，为李催，郭汜献计成功赶走吕布。后贾诩投降曹魏后，使用离间计搞垮马超和韩遂军团。	3	ArmyFormation/changshezhen.tmx	40067	500	heroHead/50065.png	heroCard/40065.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan2.mp3	0.1	
10164	董卓	101	71	100	1	95	140	300	dongzuo_plist	50	ziyun_plist	0	5	4	30001	混世魔王，倒行逆施，国家制度朝令夕改，严重阻碍了整个国家政权机器的正常运转。制造火烧洛阳的惨案。	6	ArmyFormation/zhuixingzhen.tmx	40002	5000	heroHead/50023.png	heroCard/40023.png											0	sound/skillRelasebefor/dongzhuo/dongzhuo.mp3	0.1	
10165	张辽	106	89	97	1	95	140	300	zhaoyun_plist	50	ziyun_plist	0	5	3	30001	五子良将之首，合肥之战率领八百人偷袭孙权，所向披靡，斩杀孙权两员大将。一生皆在马上度过，为曹操统一北方立下汗马功劳。	1	ArmyFormation/changshezhen.tmx	40051	5000	heroHead/50049.png	heroCard/40049.png											0	sound/skillRelasebefor/zhangliao/zhangliao.mp3	0.1	
10166	貂蝉	89	103	87	1	85	400	300	diaocan_plist	50	moyun_plist	0	5	4	30003	为报答义父的恩情，施展美人计，后弑杀董卓，同吕布终成眷属。闭月羞花中的闭月，中国四大美女之一。	1	ArmyFormation/changshezhen.tmx	40004	5000	heroHead/50025.png	heroCard/40025.png											0	sound/skillRelasebefor/diaochan/diaochan.mp3	0.1	
10167	夏侯惇	104	79	90	1	100	140	300	xiahoudun_plist	50	ziyun_plist	0	5	3	30001	夏侯惇好学、专师，虽身在军旅，但也会亲自迎接老师来讲学。为人刚烈，但生性俭朴，一生淡泊，有多余家财便会分及部下。	6	ArmyFormation/zhuixingzhen.tmx	40050	5000	heroHead/50048.png	heroCard/40048.png											0	sound/skillRelasebefor/xiahoudun/xiahoudun.mp3	0.1	
10168	张辽	106	89	97	1	95	140	300	zhaoyun_plist	50	ziyun_plist	0	5	3	30001	五子良将之首，合肥之战率领八百人偷袭孙权，所向披靡，斩杀孙权两员大将。一生皆在马上度过，为曹操统一北方立下汗马功劳。	1	ArmyFormation/changshezhen.tmx	40051	5000	heroHead/50049.png	heroCard/40049.png											0	sound/skillRelasebefor/zhangliao/zhangliao.mp3	0.1	
10169	甘宁	104	81	96	1	95	140	300	ganling_plist	50	ziyun_plist	0	5	2	30001	甘宁“少有气力，好游侠”。曾濡须口夜袭曹营，合肥大战持双戟断后，立下赫赫战功。他被孙权誉为吴国可与张辽匹敌之人。	5	ArmyFormation/heyizhen.tmx	40005	5000	heroHead/50069.png	heroCard/40069.png											0	sound/skillRelasebefor/ganning/ganning.mp3	0.1	
10170	董卓	101	71	100	1	95	140	300	dongzuo_plist	50	ziyun_plist	0	5	4	30001	混世魔王，倒行逆施，国家制度朝令夕改，严重阻碍了整个国家政权机器的正常运转。制造火烧洛阳的惨案。	6	ArmyFormation/zhuixingzhen.tmx	40002	5000	heroHead/50023.png	heroCard/40023.png											0	sound/skillRelasebefor/dongzhuo/dongzhuo.mp3	0.1	
10171	孟获	91	48	75	1	100	140	300	ganling_plist	50	ziyun_plist	0	4	4	30001	南中一带少数民族的首领，被诸葛亮七擒七纵，最终折服，手下有最强步兵之一藤甲兵。	6	ArmyFormation/zhuixingzhen.tmx	40029	5000	heroHead/50027.png	heroCard/40027.png											0	sound/skillRelasebefor/menghuo/menghuo.mp3	0.1	
10172	祝融	89	96	83	1	100	400	300	huangyueyin_plist	50	xuanwo_plist	0	5	4	30002	蛮王孟获之妻，火神后裔。祝融随蛮王共同统治南中之地，爱民如子，受百姓爱戴。	6	ArmyFormation/zhuixingzhen.tmx	40037	2000	heroHead/50035.png	heroCard/40035.png											0	sound/skillRelasebefor/tongyongnv/tongyongnv.mp3	0.1	
10173	荀彧	76	97	88	1	85	400	400	simayi_plist	50	mozhua_plist	0	5	3	30002	荀家八龙之一，为曹操举荐郭嘉，陈群、杜畿、司马懿，等名士，后都成为魏国重臣。	3	ArmyFormation/changshezhen.tmx	40064	500	heroHead/50062.png	heroCard/40062.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan3.mp3	0.1	
10174	吕玲绮	108	81	88	1	100	140	300	diaocan_plist	50	ziyun_plist	0	5	4	30001	吕布之女，虽不及父亲勇猛，但也是千人敌。绝色无双，头戴凤冠，于万军中依旧来去自如。	2	ArmyFormation/gouxingzhen.tmx	40031	5000	heroHead/50029.png	heroCard/40029.png											Dialogue/lvlingqi.png	sound/skillRelasebefor/lvlingqi/lvlingqi.mp3	0.1	
10175	甘宁	104	81	96	1	95	140	300	ganling_plist	50	ziyun_plist	0	5	2	30001	甘宁“少有气力，好游侠”。曾濡须口夜袭曹营，合肥大战持双戟断后，立下赫赫战功。他被孙权誉为吴国可与张辽匹敌之人。	5	ArmyFormation/heyizhen.tmx	40005	5000	heroHead/50069.png	heroCard/40069.png											0	sound/skillRelasebefor/ganning/ganning.mp3	0.1	
10176	吕玲绮	108	81	88	1	100	140	300	diaocan_plist	50	ziyun_plist	0	5	4	30001	吕布之女，虽不及父亲勇猛，但也是千人敌。绝色无双，头戴凤冠，于万军中依旧来去自如。	2	ArmyFormation/gouxingzhen.tmx	40031	5000	heroHead/50029.png	heroCard/40029.png											Dialogue/lvlingqi.png	sound/skillRelasebefor/lvlingqi/lvlingqi.mp3	0.1	
10177	贾诩	76	113	100	1	85	400	400	sunquan_plist	50	mozhua_plist	0	5	3	30002	贾诩智谋天下无双，董卓死后，为李催，郭汜献计成功赶走吕布。后贾诩投降曹魏后，使用离间计搞垮马超和韩遂军团。	3	ArmyFormation/changshezhen.tmx	40067	500	heroHead/50065.png	heroCard/40065.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan2.mp3	0.1	
10178	祝融	89	96	83	1	100	400	300	huangyueyin_plist	50	xuanwo_plist	0	5	4	30002	蛮王孟获之妻，火神后裔。祝融随蛮王共同统治南中之地，爱民如子，受百姓爱戴。	6	ArmyFormation/zhuixingzhen.tmx	40037	2000	heroHead/50035.png	heroCard/40035.png											0	sound/skillRelasebefor/tongyongnv/tongyongnv.mp3	0.1	
10179	贾诩	76	113	100	1	85	400	400	sunquan_plist	50	mozhua_plist	0	5	3	30002	贾诩智谋天下无双，董卓死后，为李催，郭汜献计成功赶走吕布。后贾诩投降曹魏后，使用离间计搞垮马超和韩遂军团。	3	ArmyFormation/changshezhen.tmx	40067	500	heroHead/50065.png	heroCard/40065.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan2.mp3	0.1	
10180	贾诩	76	113	100	1	85	400	400	sunquan_plist	50	mozhua_plist	0	5	3	30002	贾诩智谋天下无双，董卓死后，为李催，郭汜献计成功赶走吕布。后贾诩投降曹魏后，使用离间计搞垮马超和韩遂军团。	3	ArmyFormation/changshezhen.tmx	40067	500	heroHead/50065.png	heroCard/40065.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan2.mp3	0.1	
10181	庞统	77	109	100	1	85	400	400	simayi_plist	50	mozhua_plist	0	5	1	30002	庞统，卧龙凤雏中的凤雏，入曹营献连环计，终实现火烧赤壁，大败曹军。后助刘备收服刘璋，占据巴蜀之地。	4	ArmyFormation/yuanxingzhen.tmx	40020	2000	heroHead/50015.png	heroCard/40015.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan2.mp3	0.1	
10182	张飞	110	78	88	1	100	140	300	dongzuo_plist	50	ziyun_plist	0	5	1	30001	勇猛、鲁莽、嫉恶如仇，当阳桥吓退曹操十万大军。张飞乃三国万人敌，为世虎臣，为蜀汉的建立立下赫赫战功。	2	ArmyFormation/gouxingzhen.tmx	40009	5000	heroHead/50003.png	heroCard/40003.png											Dialogue/zhangfei.png	sound/skillRelasebefor/zhangfei/zhangfei.mp3	0.1	
10183	夏侯惇	104	79	90	1	100	140	300	xiahoudun_plist	50	ziyun_plist	0	5	3	30001	夏侯惇好学、专师，虽身在军旅，但也会亲自迎接老师来讲学。为人刚烈，但生性俭朴，一生淡泊，有多余家财便会分及部下。	6	ArmyFormation/zhuixingzhen.tmx	40050	5000	heroHead/50048.png	heroCard/40048.png											0	sound/skillRelasebefor/xiahoudun/xiahoudun.mp3	0.1	
